ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE;STATUS;PRODUCTCODE;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;PRODUCTNAME;PRODUCTLINE;PRODUCTSCALE;PRODUCTVENDOR;PRODUCTDESCRIPTION;QUANTITYINSTOCK;BUYPRICE;MSRP;CUSTOMERNUMBER;CUSTOMERNAME;CITY;STATE;POSTALCODE;COUNTRY;CREDITLIMIT;FIRSTNAME;LASTNAME;EMAIL;JOBTITLE;OFFICECODE;CITY_1;PHONE;STATE_1;COUNTRY_1;POSTALCODE_1;TERRITORY
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S12_3990;38;67,83;4;1970 Plymouth Hemi Cuda;Classic Cars;01:12;Studio M Art Models;Very detailed 1970 Plymouth Cuda model in 1:12 scale. The Cuda is generally accepted as one of the fastest original muscle cars from the 1970s. This model is a reproduction of one of the orginal 652 cars built in 1970. Red color.;5663;31,92;79,8;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S18_3278;38;78;6;1969 Dodge Super Bee;Classic Cars;01:18;Min Lin Diecast;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;1917;49,05;80,41;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S18_3482;30;139,64;5;1976 Ford Gran Torino;Classic Cars;01:18;Gearbox Collectibles;"Highly detailed 1976 Ford Gran Torino ""Starsky and Hutch"" diecast model. Very well constructed and painted in red and white patterns.";9127;73,49;146,99;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S18_3782;33;54,71;9;1957 Vespa GS150;Motorcycles;01:18;Studio M Art Models;Features rotating wheels , working kick stand. Comes with stand.;7689;32,95;62,17;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S18_4721;48;120,53;8;1957 Corvette Convertible;Classic Cars;01:18;Classic Metal Creations;1957 die cast Corvette Convertible in Roman Red with white sides and whitewall tires. 1:18 scale quality die-cast with detailed engine and underbvody. Now you can own The Classic Corvette.;1249;69,93;148,8;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S24_2360;46;61,64;12;1982 Ducati 900 Monster;Motorcycles;01:24;Highway 66 Mini Classics;Features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;6840;47,1;69,26;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S24_3371;20;58,17;2;1971 Alpine Renault 1600s;Classic Cars;01:24;Welly Diecast Productions;This 1971 Alpine Renault 1600s replica Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;7995;38,58;61,23;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S24_4620;48;67,1;7;1961 Chevrolet Impala;Classic Cars;01:18;Classic Metal Creations;This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open* detailed 409 cubic-inch engine* chrome dashboard and stick shift, two-tone interior* working steering system* all topped of with a factory baked-enamel finish.;7869;32,33;80,84;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S32_2206;27;35,4;10;1982 Ducati 996 R;Motorcycles;01:32;Gearbox Collectibles;Features rotating wheels , working kick stand. Comes with stand.;9241;24,14;40,23;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S32_4485;38;94,91;13;1974 Ducati 350 Mk3 Desmo;Motorcycles;01:32;Second Gear Diecast;This model features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;3341;56,13;102,05;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10276;8/2/2020;8/11/2020;8/8/2020;Shipped;S50_4713;21;67,53;11;2002 Yamaha YZR M1;Motorcycles;01:50;Autoart Studio Design;Features rotating wheels , working kick stand. Comes with stand.;600;34,17;81,36;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10294;9/10/2020;9/17/2020;9/14/2020;Shipped;S700_3962;45;98,32;1;The Queen Mary;Ships;0,527777778;Welly Diecast Productions;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;5088;53,63;99,31;204;Online Mini Collectables;Brickhaven;MA;58339;USA;68700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S10_4757;49;133,28;15;1972 Alfa Romeo GTA;Classic Cars;01:10;Motor City Art Classics;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3252;85,68;136;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S18_1662;32;126,15;7;1980s Black Hawk Helicopter;Planes;01:18;Red Start Diecast;1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.;5330;77,27;157,69;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S18_3029;46;70,54;13;1999 Yamaha Speed Boat;Ships;01:18;Min Lin Diecast;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;4259;51,61;86,02;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S18_3856;34;99,52;12;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;01:18;Exoto Designs;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system, leather upholstery. Color black.;2378;64,58;105,87;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S24_2841;27;63,71;8;1900s Vintage Bi-Plane;Planes;01:24;Autoart Studio Design;Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.;5942;34,25;68,51;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S24_3420;33;59,83;9;1937 Horch 930V Limousine;Vintage Cars;01:24;Autoart Studio Design;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system;2902;26,3;65,75;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S24_3816;23;74,64;14;1940 Ford Delivery Sedan;Vintage Cars;01:24;Carousel DieCast Legends;Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System. Color black.;6621;48,64;83,86;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S24_3949;28;55,96;6;Corsair F4U ( Bird Cage);Planes;01:24;Second Gear Diecast;Has retractable wheels and comes with a stand. Official logos and insignias.;6812;29,34;68,24;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S50_1341;34;34,91;1;1930 Buick Marquette Phaeton;Vintage Cars;01:50;Studio M Art Models;Features opening trunk,  working steering system;7062;27,06;43,64;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S700_1691;36;86,77;2;American Airlines: B767-300;Planes;0,527777778;Min Lin Diecast;Exact replia with official logos and insignias and retractable wheels;5841;51,15;91,34;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S700_2047;26;87,8;11;HMS Bounty;Ships;0,527777778;Unimax Art Galleries;Measures 30 inches Long x 27 1/2 inches High x 4 3/4 inches Wide. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;3501;39,83;90,52;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S700_2466;26;79,78;4;America West Airlines B757-200;Planes;0,527777778;Motor City Art Classics;Official logos and insignias. Working steering system. Rotating jet engines;9653;68,8;99,72;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S700_2610;31;69,39;16;The USS Constitution Ship;Ships;0,527777778;Red Start Diecast;"All wood with canvas sails. Measures 31 1/2"" Length x 22 3/8"" High x 8 1/4"" Width. Extras include 4 boats on deck, sea sprite on bow, anchors, copper railing, pilot houses, etc.";7083;33,97;72,28;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S700_3167;28;70,4;3;F/A 18 Hornet 1/72;Planes;0,091666667;Motor City Art Classics;"10"" Wingspan with retractable landing gears.Comes with pilot";551;54,4;80;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S700_4002;34;65,15;5;American Airlines: MD-11S;Planes;0,527777778;Second Gear Diecast;Polished finish. Exact replia with official logos and insignias and retractable wheels;8820;36,27;74,03;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10143;8/10/2019;8/18/2019;8/12/2019;Shipped;S72_1253;37;49,66;10;Boeing X-32A JSF;Planes;0,091666667;Motor City Art Classics;"10"" Wingspan with retractable landing gears.Comes with pilot";4857;32,77;49,66;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S12_1108;21;195,33;13;2001 Ferrari Enzo;Classic Cars;01:12;Second Gear Diecast;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3619;95,59;207,8;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S12_3148;33;146,55;14;1969 Corvair Monza;Classic Cars;01:18;Welly Diecast Productions;"1:18 scale die-cast about 10"" long doors open, hood opens, trunk opens and wheels roll";6906;89,14;151,08;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S12_3891;43;147,07;12;1969 Ford Falcon;Classic Cars;01:12;Second Gear Diecast;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;1049;83,05;173,02;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S18_3140;28;124,3;9;1903 Ford Model A;Vintage Cars;01:18;Unimax Art Galleries;Features opening trunk,  working steering system;3913;68,3;136,59;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S18_3259;49;94,79;11;Collectable Wooden Train;Trains;01:18;Carousel DieCast Legends;Hand crafted wooden toy train set is in about 1:18 scale, 25 inches in total length including 2 additional carts, of actual vintage train. This antique style wooden toy train model set is all hand-assembled with 100% wood.;6450;67,56;100,84;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S18_4027;39;127,82;16;1970 Triumph Spitfire;Classic Cars;01:18;Min Lin Diecast;Features include opening and closing doors. Color: White.;5545;91,92;143,62;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S18_4522;47;87,77;8;1904 Buick Runabout;Vintage Cars;01:18;Exoto Designs;Features opening trunk,  working steering system;8290;52,66;87,77;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S24_2011;30;105,69;7;18th century schooner;Ships;01:24;Carousel DieCast Legends;All wood with canvas sails. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 4 masts, all square-rigged.;1898;82,34;122,89;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S24_3151;33;83,2;2;1912 Ford Model T Delivery Wagon;Vintage Cars;01:24;Min Lin Diecast;This model features chrome trim and grille, opening hood, opening doors, opening trunk, detailed engine, working steering system. Color white.;9173;46,91;88,51;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S50_1514;20;46,86;15;1962 City of Detroit Streetcar;Trains;01:50;Classic Metal Creations;This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).;1645;37,49;58,58;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S700_1138;21;64,67;3;The Schooner Bluenose;Ships;0,527777778;Autoart Studio Design;All wood with canvas sails. Measures 31 1/2 inches in Length, 22 inches High and 4 3/4 inches Wide. Many extras. The schooner Bluenose was built in Nova Scotia in 1921 to fish the rough waters off the coast of Newfoundland. Because of the Bluenose racing prowess she became the pride of all Canadians. Still featured on stamps and the Canadian dime, the Bluenose was lost off Haiti in 1946.;1897;34;66,67;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S700_1938;30;79,68;10;The Mayflower;Ships;0,527777778;Studio M Art Models;Measures 31 1/2 inches Long x 25 1/2 inches High x 10 5/8 inches Wide All wood with canvas sail. Extras include long boats, rigging, ladders, railing, anchors, side cannons, hand painted, etc.;737;43,3;86,61;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S700_2610;39;61,44;1;The USS Constitution Ship;Ships;0,527777778;Red Start Diecast;"All wood with canvas sails. Measures 31 1/2"" Length x 22 3/8"" High x 8 1/4"" Width. Extras include 4 boats on deck, sea sprite on bow, anchors, copper railing, pilot houses, etc.";7083;33,97;72,28;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S700_3505;37;99,17;4;The Titanic;Ships;0,527777778;Carousel DieCast Legends;Completed model measures 19 1/2 inches long, 9 inches high, 3inches wide and is in barn red/black. All wood and metal.;1956;51,09;100,17;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S700_3962;22;93,35;5;The Queen Mary;Ships;0,527777778;Welly Diecast Productions;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;5088;53,63;99,31;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10185;11/14/2019;11/21/2019;11/20/2019;Shipped;S72_3212;28;47,5;6;Pont Yacht;Ships;0,091666667;Unimax Art Galleries;Measures 38 inches Long x 33 3/4 inches High. Includes a stand. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged;414;33,3;54,6;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10365;1/7/2021;1/18/2021;1/11/2021;Shipped;S18_1129;30;116,06;1;1993 Mazda RX-7;Classic Cars;01:18;Highway 66 Mini Classics;This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color red.;3975;83,51;141,54;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10365;1/7/2021;1/18/2021;1/11/2021;Shipped;S32_4485;22;82,66;3;1974 Ducati 350 Mk3 Desmo;Motorcycles;01:32;Second Gear Diecast;This model features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;3341;56,13;102,05;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10365;1/7/2021;1/18/2021;1/11/2021;Shipped;S50_4713;44;68,34;2;2002 Yamaha YZR M1;Motorcycles;01:50;Autoart Studio Design;Features rotating wheels , working kick stand. Comes with stand.;600;34,17;81,36;320;Mini Creations Ltd.;New Bedford;MA;50553;USA;94500;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S10_1949;23;180,01;8;1952 Alpine Renault 1300;Classic Cars;01:10;Classic Metal Creations;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;7305;98,58;214,3;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S10_4962;28;127,06;1;1962 LanciaA Delta 16V;Classic Cars;01:10;Second Gear Diecast;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;6791;103,42;147,74;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S12_1666;41;114,8;5;1958 Setra Bus;Trucks and Buses;01:12;Welly Diecast Productions;Model features 30 windows, skylights & glare resistant glass, working steering system, original logos;1579;77,9;136,67;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S18_1097;21;108,5;7;1940 Ford Pickup Truck;Trucks and Buses;01:18;Studio M Art Models;This model features soft rubber tires, working steering, rubber mud guards, authentic Ford logos, detailed undercarriage, opening doors and hood,  removable split rear gate, full size spare mounted in bed, detailed interior with opening glove box;2613;58,33;116,67;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S18_2949;37;91,18;9;1913 Ford Model T Speedster;Vintage Cars;01:18;Carousel DieCast Legends;This 250 part reproduction includes moving handbrakes, clutch, throttle and foot pedals, squeezable horn, detailed wired engine, removable water, gas, and oil cans, pivoting monocle windshield, all topped with a baked enamel red finish. Each replica comes with an Owners Title and Certificate of Authenticity. Color red.;4189;60,78;101,31;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S18_2957;39;51,22;11;1934 Ford V8 Coupe;Vintage Cars;01:18;Min Lin Diecast;Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System;5649;34,35;62,46;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S18_3136;22;90,06;10;18th Century Vintage Horse Carriage;Vintage Cars;01:18;Red Start Diecast;Hand crafted diecast-like metal horse carriage is re-created in about 1:18 scale of antique horse carriage. This antique style metal Stagecoach is all hand-assembled with many different parts. This collectible metal horse carriage is painted in classic Red, and features turning steering wheel and is entirely hand-finished.;5992;60,74;104,72;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S18_4600;21;118,66;2;1940s Ford truck;Trucks and Buses;01:18;Motor City Art Classics;This 1940s Ford Pick-Up truck is re-created in 1:18 scale of original 1940s Ford truck. This antique style metal 1940s Ford Flatbed truck is all hand-assembled. This collectible 1940's Pick-Up truck is painted in classic dark green color, and features rotating wheels.;3128;84,76;121,08;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S18_4668;40;42,26;6;1939 Cadillac Limousine;Vintage Cars;01:18;Studio M Art Models;Features completely detailed interior including Velvet flocked drapes,deluxe wood grain floor, and a wood grain casket with seperate chrome handles;6645;23,14;50,31;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S24_4258;47;81,81;12;1936 Chrysler Airflow;Vintage Cars;01:24;Second Gear Diecast;Features opening trunk,  working steering system. Color dark green.;4710;57,46;97,39;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
